Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,tenure,TotalCharges
0,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5,52,3926
0,103,1,0,0.24,5,167.8,121,49.4,10.65,13,70,3458
0,74,1,1,2.43,1,174.6,107,81.3,15.53,9,44,3577.2
0,124,1,0,0,2,150.3,101,48,12.8,12.5,67,3216
0,85,1,1,1.7,5,283.2,110,86,11.99,6.3,14,1204
1,113,1,1,2.35,5,157.8,83,64.5,8.08,8.7,5,322.5
0,71,1,0,0,2,141.2,132,37,7.46,7,34,1258
0,177,1,1,2.81,1,230.2,106,84.1,9.81,10.4,18,1513.8
1,49,0,0,0.26,2,237.8,92,61.6,10.45,15.6,11,677.6
1,106,0,0,0,3,204,84,49,8.43,13.3,11,539
0,60,1,0,0,1,221.1,106,53,8.93,7.4,65,3445
0,43,1,0,0,4,177.2,93,43,7.13,12.7,68,2924
0,66,1,0,0,1,118,133,42,12.41,5.3,57,2394
0,125,1,0,0,0,163.8,73,50,12.78,15.7,34,1700
0,114,1,1,2.54,3,141.3,96,69.4,11.52,9.4,11,763.4000000000001
1,112,1,0,0,3,272.5,119,66,11.31,16.4,32,2112
0,101,1,1,2.21,2,118.9,112,62.1,11.42,8.2,61,3788.1
0,70,1,0,0.27,0,7.9,100,15.7,6.82,12.1,17,266.9
0,59,1,0,0.19,0,159.5,96,43.9,8.36,10.2,72,3160.7999999999997
0,59,1,0,0.42,1,150.2,70,46.2,9.29,12.1,64,2956.8
0,124,1,1,3.24,2,144.5,35,79.4,13.12,12,4,317.6
0,99,1,0,0,2,140.7,88,42,10.55,12.4,51,2142
0,150,1,0,0,1,169.2,123,48,10.84,12.6,7,336
0,81,1,0,0.28,2,220.8,77,53.8,7.43,7.6,61,3281.7999999999997
0,86,1,0,0.35,0,216.3,96,63.5,13.32,4.5,37,2349.5
0,84,1,0,0,0,169.5,96,43,7.88,10.6,3,129
0,118,1,1,3.16,1,256.3,119,97.6,12.91,11.7,59,5758.4
0,89,1,0,0,1,179.7,128,57,14.99,7.6,58,3306
0,93,1,0,0,3,266,120,57,6.51,13.1,63,3591
0,85,1,0,0,2,96.7,97,33,9.69,9.7,25,825
0,160,1,0,0,0,82.7,116,31,9.73,10.9,59,1829
0,28,1,0,0,3,168.2,87,43,8.09,10.1,58,2494
1,73,1,0,0,1,286.4,109,64,8.91,10.7,27,1728
0,156,1,0,0,3,174.3,95,46,9.33,12.9,21,966
0,33,0,0,0,1,190.6,100,47,8.09,13,59,2773
0,77,1,0,0.21,4,175.5,86,50.1,10.26,17.8,25,1252.5
0,119,1,0,0,1,133.4,102,41,10.23,11.1,43,1763
0,91,1,1,1.78,3,204.6,96,64.8,6.8,6.6,69,4471.2
0,102,1,0,0,3,242.2,88,61,11.66,6.2,43,2623
0,86,1,1,3.21,3,253.1,112,93.1,10.51,11.9,50,4655
0,82,1,0,0,0,130,110,38,9.27,8.3,7,266
0,89,1,0,0,0,105.9,151,35,9.48,12.7,45,1575
0,86,1,0,0,3,194.2,98,50,9.69,9.3,57,2850
0,134,1,0,0,1,183.8,111,42,6.18,6.1,36,1512
0,92,1,0,0.25,2,196.5,82,52.5,9.5,10.8,70,3675
0,87,1,0,0,3,184.5,81,46,8.6,13.7,9,414
0,64,1,0,0,0,261.9,113,58,7.41,13.8,70,4060
0,80,1,0,0.23,3,202.4,118,59.3,13.01,9.2,12,711.5999999999999
0,165,1,1,2.57,3,167.4,113,69.7,8.64,9.5,35,2439.5
0,153,1,1,2.03,1,167.7,104,70.3,12.34,7.5,70,4921
0,41,1,1,3,1,191.7,109,79,9.65,11.1,66,5214
0,108,1,0,0,2,240.2,78,61,11.52,5.2,3,183
0,104,1,1,3,1,189.1,112,78,8.91,11.1,48,3744
0,115,1,0,0,1,127.7,67,38,9.15,10.6,58,2204
0,87,1,0,0,1,205.2,106,44,4.98,13.4,32,1408
0,159,1,1,3.4,2,153.6,93,79,10.85,12.6,47,3713
0,119,1,0,0.23,2,154.5,129,45.3,9.68,13.4,32,1449.6
0,69,1,0,0,1,153.7,109,43,9.7,14.1,12,516
0,87,0,1,2.92,1,171.2,138,74.2,9.29,10.8,58,4303.6
1,93,1,0,0.29,1,328.1,106,71.9,7.59,8.7,34,2444.6000000000004
1,154,0,0,0.36,0,145.9,69,46.6,10.41,14.4,71,3308.6
0,57,1,1,3.19,1,201.2,76,90.9,14.01,11.8,72,6544.8
0,130,1,0,0,5,139.1,72,45,12.3,11.4,42,1890
0,151,1,0,0,2,118.9,128,44,13.92,13.2,58,2552
1,162,1,0,0.33,2,217.6,87,64.3,13.95,10.4,32,2057.6
0,60,1,0,0,1,145,133,43,10.46,14.6,67,2881
0,81,1,0,0,3,203.5,89,60,14.48,8.7,61,3660
0,132,1,0,0,3,240.1,115,57,9.02,8,25,1425
0,86,1,0,0,1,83.8,121,35,12.01,6.7,43,1505
1,136,1,0,0.45,1,269.8,106,70.5,11.44,10.1,5,352.5
0,121,1,1,2.86,1,126.3,84,68.6,10.48,10.6,3,205.79999999999998
0,105,1,1,2.62,2,88.1,125,56.2,8.8,9.7,18,1011.6
0,105,1,1,2.67,2,218.5,61,80.7,9.84,9.9,5,403.5
0,51,1,1,3.02,1,236.8,61,93.2,13.17,11.2,14,1304.8
0,64,1,0,0.26,3,124.1,117,40.6,9.64,6.4,57,2314.2000000000003
0,80,0,1,2.7,0,184.2,132,73,8.38,10,33,2409
0,56,1,0,0,4,222.7,133,62,13.85,13.6,28,1736
0,120,1,0,0,1,149.2,98,42,9.68,11.1,39,1638
0,103,1,0,0,3,206.5,125,51,9.01,12.2,59,3009
0,164,1,1,2.59,3,159.7,102,67.9,8.44,9.6,34,2308.6000000000004
0,116,1,1,1.89,2,204.7,118,71.9,10.47,7,62,4457.8
0,121,1,0,0.32,1,213.2,79,50.2,6.04,7.5,5,251
0,55,0,0,0,1,269.6,121,61,8.59,8.2,22,1342
0,183,1,0,0,2,116.7,92,39,10.69,9.7,18,702
0,104,1,0,0,0,263.4,101,65,11.78,13,26,1690
0,90,1,0,0,1,140.2,97,43,10.7,7.1,32,1376
0,82,1,0,0,1,197.7,101,45,6.38,13.5,71,3195
0,101,1,0,0.31,3,136.2,92,45.1,11.05,13.3,26,1172.6000000000001
0,9,1,1,3.11,2,88.5,87,62.1,8.94,11.5,54,3353.4
0,97,1,0,0,0,215.3,58,58,12.12,12.1,36,2088
1,94,1,0,0.28,3,269.2,104,65.8,9.69,8.9,45,2961
0,127,1,1,1.97,0,203.8,118,77.7,13.36,7.3,53,4118.1
0,125,1,1,2.78,0,268.4,112,92.8,11.11,10.3,1,92.8
0,140,1,0,0,1,159.1,104,50,13.49,10.3,52,2600
0,90,1,0,0.28,2,114.4,122,33.8,6.39,10.1,8,270.4
0,67,1,0,0,2,138.9,65,42,10.45,9.2,19,798
0,113,1,0,0,1,186,55,52,11.87,12.2,25,1300
0,121,1,1,4.08,0,170.4,91,91.8,12.73,15.1,26,2386.7999999999997
0,93,1,0,0,4,164.5,95,48,11.55,9.9,61,2928
0,121,1,0,0,1,168.6,121,43,8.43,12.3,39,1677
1,53,1,0,0.31,0,261.2,119,69.1,12.54,9.8,71,4906.0999999999995
0,75,1,0,0,1,190.5,91,48,8.92,13.1,5,240
0,132,1,0,0,2,181.1,121,58,15.72,4.2,35,2030
0,162,1,0,0,3,177.1,131,40,5.74,6.5,66,2640
0,140,1,0,0,1,160.5,114,48,12.03,11.3,17,816
0,91,1,0,0,2,134.7,116,48,14.77,6.6,38,1824
0,73,1,1,2.38,2,198.2,107,69.8,6.96,8.8,19,1326.2
1,95,0,0,0,4,228.9,134,61,12.79,10.1,48,2928
0,145,1,0,0,0,241.7,137,53,6.79,13.1,13,689
0,100,1,0,0,1,131.1,108,38,8.81,4.3,9,342
0,122,1,0,0,2,234.1,101,57,10.01,13.1,25,1425
0,109,1,0,0,0,200.1,72,60,15.05,11.9,67,4020
0,82,1,0,0,1,154,107,35,4.72,10.1,24,840
0,65,1,1,2.65,0,224.2,106,81.5,9.48,9.8,7,570.5
0,52,1,0,0,3,148.3,83,41,9.08,8.3,17,697
0,136,1,1,2.38,2,174.6,76,68.8,8.83,8.8,3,206.39999999999998
0,75,1,0,0,1,138.5,110,37,7.66,11.1,42,1554
0,146,1,0,0,1,109,69,42,13.29,12.6,46,1932
0,105,1,0,0,4,162.3,99,46,10.63,11.1,46,2116
0,48,1,0,0,2,210.8,84,52,9.48,16.4,61,3172
0,45,1,0,0,1,142.4,107,52,15.94,11.1,9,468
0,106,1,1,2.86,2,223.5,104,86.6,11.76,10.6,37,3204.2
0,33,1,0,0,2,182.5,65,51,11.61,7.5,33,1683
0,68,1,0,0,2,219.6,97,50,7.06,10.8,15,750
0,106,1,0,0,0,193.6,66,54,11.91,12.9,16,864
0,141,1,0,0,0,192.4,111,47,7.85,11,18,846
0,98,1,0,0.33,0,236.2,122,60.3,9.47,13.3,39,2351.7
0,94,1,1,4.35,0,233.2,88,93.5,5.67,16.1,63,5890.5
0,65,1,0,0,2,158.8,53,44,9.43,9.8,21,924
0,85,1,0,0,1,126.1,112,45,13.74,9.8,30,1350
1,71,1,0,0,3,290.4,108,71,12.7,10.1,56,3976
0,112,1,1,3.59,0,60.6,113,60.9,8.3,13.3,41,2496.9
0,110,1,0,0,0,148.4,95,42,9.69,6.9,4,168
0,111,1,0,0,2,246.5,108,61,10.82,12.7,58,3538
1,74,1,0,0.32,2,298.1,112,71.2,10.07,9.7,4,284.8
0,105,1,0,0,2,119.3,82,37,9.26,10.9,11,407
0,40,1,0,0.28,0,242.5,82,64.8,11.65,9.6,63,4082.3999999999996
1,128,0,1,3.67,0,222.1,89,88.7,8.03,13.6,3,266.1
1,123,1,0,0,2,236.2,135,64,13.7,10.1,70,4480
0,122,1,0,0,0,144.2,87,43,10.61,9.5,26,1118
0,114,1,1,3.4,3,154.6,100,81,12.08,12.6,43,3483
0,102,1,1,2.75,2,137.4,100,66.5,8.84,10.2,30,1995
0,126,1,0,0,0,103.7,93,29,6.35,14.4,45,1305
1,150,1,0,0,4,136.6,112,42,10.47,12.2,5,210
1,60,1,0,0,2,289.8,101,71,12.78,11.7,8,568
0,123,1,0,0,3,260.9,85,59,8.43,13.3,2,118
1,138,0,0,0,0,196.2,129,49,8.83,15.2,37,1813
0,29,1,0,0,1,195.6,71,44,6.32,14.2,2,88
0,111,1,0,0,4,222.2,96,52,8.13,11.9,28,1456
1,37,0,0,0,0,172.9,119,45,9.15,9.8,30,1350
1,111,1,0,0,0,249.8,109,64,12.12,11.6,23,1472
0,81,1,0,0,1,154.5,84,45,10.81,13.7,21,945
0,46,1,0,0,1,90.4,108,39,13.81,12.7,24,936
0,69,1,1,4.43,0,268.8,78,111.3,12.33,16.4,59,6566.7
0,125,1,0,0,1,106.1,95,32,7.88,8.1,56,1792
0,43,1,0,0.38,3,27,117,22.8,8.05,10.7,62,1413.6000000000001
0,127,1,1,1.03,1,140.1,59,53.3,11.17,3.8,1,53.3
0,94,1,0,0,1,245,112,57,9.02,9.7,49,2793
0,46,1,0,0,3,196.7,85,51,10.3,11.2,56,2856
0,73,1,1,2.75,2,131.2,98,59.5,5.33,10.2,48,2856
0,146,1,1,2,2,149.6,96,66,11.99,7.4,28,1848
0,93,1,0,0.24,1,239.8,70,65.4,12.59,10.9,55,3597.0000000000005
0,52,1,1,2.97,1,142.1,77,70.7,9.65,11,46,3252.2000000000003
0,202,1,0,0,3,115.4,137,35,8.94,6,16,560
0,129,1,1,2.78,2,193,99,79.8,11.24,10.3,28,2234.4
0,94,1,0,0,1,206.1,49,55,11.23,13,47,2585
0,100,1,0,0.21,0,160.3,138,49.1,11.07,11.2,61,2995.1
0,43,1,0,0,1,199.9,108,59,14.42,11.3,25,1475
0,130,1,0,0.28,0,213.1,105,56.8,10.31,8.9,60,3408
0,124,1,0,0,3,178.3,102,51,11.75,10.9,53,2703
1,92,0,0,0,3,252.3,120,61,10.35,12,28,1708
0,48,1,0,0,4,197.7,64,46,6.84,13.2,51,2346
0,98,1,1,1.78,2,111.1,105,55.8,10.9,6.6,63,3515.3999999999996
1,100,1,0,0,1,96.5,86,35,10.51,12.5,67,2345
0,79,1,0,0.31,3,156.9,109,41.1,6.11,11.3,10,411
0,164,1,0,0,1,123.3,78,36,8.5,12.7,56,2016
0,105,1,0,0.33,1,193.7,108,52.3,9.16,10.8,65,3399.5
0,89,0,0,0,0,206.9,134,50,8.39,10.9,14,700
1,126,1,0,0,3,249.8,96,65,13.1,12.7,32,2080
0,96,1,0,0.3,1,144,102,47,11.24,10,13,611
0,120,1,1,3.13,0,299.5,83,96.3,8.17,11.6,62,5970.5999999999995
1,212,1,0,0.23,2,226,127,67.3,15.23,12.6,19,1278.7
0,72,1,0,0,2,137.6,106,36,7.18,9.6,16,576
0,155,0,1,3,1,211.7,121,78,6.96,11.1,53,4134
0,89,1,0,0.38,2,89.7,80,34.8,8.99,9.5,54,1879.1999999999998
0,126,0,0,0,2,197.6,126,55,12.33,12.5,48,2640
1,172,1,0,0,2,270,102,68,12.83,12,39,2652
0,75,1,0,0,3,224.7,116,55,9.6,11.3,66,3630
0,143,1,0,0,2,194.3,99,44,6.18,10.2,58,2552
1,166,0,0,0,0,47.7,89,31,13.22,13.2,7,217
0,132,1,0,0,1,190.1,105,48,9.11,13,20,960
1,94,0,0,0,1,89.5,94,45,17,7.9,10,450
0,99,1,0,0,0,182.6,83,45,7.73,12.1,68,3060
0,136,1,1,1.86,1,205.5,86,79.6,14.93,6.9,43,3422.7999999999997
0,119,1,0,0,1,231.5,82,63,13.35,7.4,46,2898
1,115,0,0,0,3,251.3,69,65,12.63,9.9,18,1170
0,160,1,0,0,2,171.2,103,50,12.18,13,59,2950
0,166,1,0,0.26,2,197.9,89,57.6,12.55,11.2,47,2707.2000000000003
0,120,1,0,0,1,134.8,94,41,10.21,6.7,10,410
0,173,1,0,0,1,191.4,114,47,8.43,10.3,56,2632
0,156,1,0,0,0,174.5,65,47,9.87,10.6,34,1598
0,70,1,0,0.31,0,177.4,125,53.1,11.31,10.9,33,1752.3
0,41,1,0,0.31,1,182.1,89,52.1,10.58,6.8,62,3230.2000000000003
0,132,1,0,0,0,222.4,85,52,8.27,11.2,62,3224
1,47,0,0,0,0,47.8,120,24,8.95,13.3,68,1632
0,160,1,0,0.28,1,121.8,97,31.8,4.47,10.3,29,922.2
0,180,1,0,0,3,143.5,121,41,9.47,8.8,34,1394
0,93,1,0,0,2,164.9,68,46,10.52,7.8,41,1886
0,109,1,0,0.36,2,193.6,58,49.6,7.44,13.1,15,744
0,80,1,0,0,0,101.1,121,40,13.16,7.3,30,1200
0,54,1,1,3.13,2,92.3,88,64.3,9.66,11.6,72,4629.5999999999995
0,121,1,0,0,2,168.9,128,40,6.2,2.9,33,1320
0,157,1,1,4.05,1,219.2,102,95.5,10.3,15,10,955
0,170,1,1,3.51,0,178.1,130,86.1,12.14,13,7,602.6999999999999
0,138,1,0,0,3,146.5,101,50,14.23,14,64,3200
0,92,1,1,3.19,1,172.3,116,83.9,13.31,11.8,63,5285.700000000001
0,126,1,0,0,1,190.9,143,46,7.49,13,50,2300
1,41,1,0,0,3,232.1,74,68,16.36,10.9,3,204
1,167,1,0,0,4,169.2,124,44,8.67,12.4,47,2068
0,91,1,0,0,2,123.8,107,49,15.95,7.3,59,2891
0,127,1,0,0.26,3,96,117,34.6,8.85,9.7,45,1557
0,88,1,1,2.94,1,93.4,106,67.4,12.6,10.9,17,1145.8000000000002
0,113,1,0,0,1,90.6,130,30,8.53,5.4,44,1320
0,78,1,0,0,2,152.9,81,48,12.83,5.3,2,96
0,123,1,0,0.26,2,257.9,92,64.6,10.58,9.4,19,1227.3999999999999
0,136,0,1,2.43,2,85.2,98,59.3,11.52,9,49,2905.7
0,68,1,1,1.65,1,160,72,59.5,9.23,6.1,42,2499
0,132,1,1,3.11,0,182.9,54,87.1,14.62,11.5,41,3571.1
0,133,1,0,0,2,216.2,67,56,11.11,3.1,42,2352
0,127,1,0,0,0,261.7,105,60,9.09,3.3,64,3840
0,110,1,0,0,2,241.2,105,56,8.72,8.5,64,3584
0,121,1,0,0,1,177.2,142,41,6.18,8.4,69,2829
0,116,1,0,0,2,89.5,128,31,9.04,14,61,1891
0,112,0,1,2.81,1,200.3,72,79.1,9.89,10.4,54,4271.4
1,97,0,0,0,4,145,103,50,14.72,11,65,3250
0,43,1,0,0.26,2,159.5,99,40.6,5.99,6.8,72,2923.2000000000003
0,110,1,0,0,3,151.8,106,38,6.9,11.2,68,2584
0,67,1,0,0,1,176.2,120,51,11.8,10.6,58,2958
0,166,1,0,0.23,0,152.1,95,39.3,6.05,9.8,3,117.89999999999999
0,129,1,0,0,1,161.3,122,47,11.03,9.6,52,2444
0,103,0,0,0,3,171.7,78,42,7.23,6.8,60,2520
1,71,1,0,0,0,278.9,110,64,9.51,11.7,69,4416
0,112,1,1,3,4,213,121,86,11.31,11.1,15,1290
0,8,1,1,1.3,1,242.9,67,69,8.55,4.8,14,966
1,98,1,0,0.2,0,217.2,121,65,15.17,12.4,13,845
0,90,1,0,0,1,175.9,111,55,14.26,13,58,3190
1,13,1,0,0,0,303.2,133,67,8.53,11.5,28,1876
0,58,1,0,0,2,238.9,107,57,9.36,11.8,3,171
0,137,1,1,3.08,2,189.6,42,78.8,8.95,11.4,35,2758
1,116,1,0,0.33,5,133.3,94,47.3,12.39,11.3,42,1986.6
0,94,1,1,2.67,3,92.7,107,53.7,6.39,9.9,72,3866.4
0,87,1,0,0,3,177.2,72,52,12.45,8.6,20,1040
0,120,1,0,0,2,184.5,103,50,10.45,10.2,53,2650
0,97,1,1,3.27,0,176.1,109,76.7,7.97,12.1,3,230.10000000000002
0,134,1,0,0.35,6,204.7,108,50.5,7.16,11,16,808
0,68,1,0,0,2,143.6,80,36,6.72,15.5,63,2268
0,93,1,0,0,1,179.3,93,47,9.44,12.1,67,3149
0,120,1,0,0,1,137.3,100,42,10.61,10.5,72,3024
0,41,1,0,0,2,237.8,92,60,11.18,10.2,5,300
0,80,1,0,0.24,2,203.7,92,56.4,10.82,7.6,4,225.6
0,83,1,1,4.75,2,191.3,95,101.5,12.54,17.6,9,913.5
0,109,0,0,0.25,2,209.1,141,55.5,10.25,7.8,29,1609.5
0,66,1,1,1.92,3,88.8,104,44.2,5.48,7.1,49,2165.8
0,104,1,0,0,0,97.2,88,30,7.78,12.4,69,2070
0,89,1,0,0,1,137.9,96,40,9.63,11,43,1720
0,127,1,0,0.32,2,224.3,112,57.2,9.29,10,49,2802.8
0,117,1,1,2.62,1,207.6,65,75.2,7.64,9.7,45,3384
0,128,1,0,0,2,268.1,95,56,6.03,14.4,8,448
1,88,1,0,0,4,166.7,61,44,8.97,6.8,13,572
1,61,1,0,0,1,267.1,104,61,9.02,17.3,42,2562
0,22,1,0,0,2,181.8,108,48,9.93,9.3,14,672
0,78,1,0,0,0,147.1,80,42,9.99,13.7,37,1554
0,56,1,1,1.32,1,37.7,115,32.2,7.21,4.9,24,772.8000000000001
0,192,1,0,0.34,2,185,88,54.4,11.25,11.4,27,1468.8
0,70,1,0,0.3,2,156.4,108,45,8.55,8.6,53,2385
0,148,1,0,0,1,239.3,84,58,9.79,10.9,14,812
0,65,1,1,2.38,2,215.5,129,74.8,8.1,8.8,12,897.5999999999999
0,119,1,0,0,1,134.9,70,41,10.58,11.3,34,1394
0,80,1,0,0,0,194.8,116,51,10.5,12.8,45,2295
0,152,1,1,3.59,5,239.1,105,94.9,10.46,13.3,13,1233.7
0,113,1,0,0,3,92.6,85,31,8.88,14.4,59,1829
0,75,1,0,0.26,1,209.4,133,56.6,10.58,7.2,60,3396
0,80,1,0,0,1,197.6,83,48,8.23,6.4,54,2592
0,148,1,0,0,1,17.6,121,17,8.09,10.6,37,629
0,63,0,0,0,1,62.9,112,28,10.15,8.9,12,336
0,97,1,1,1.81,1,202.3,97,59.1,3.46,6.7,27,1595.7
0,166,1,0,0,0,136.1,116,39,9.07,11.3,4,156
0,94,1,0,0,1,207,109,50,8.37,2.6,61,3050
0,85,1,1,3.65,1,207.9,95,92.5,11.68,13.5,65,6012.5
1,80,0,0,0,1,276.5,122,64,9.78,7.2,21,1344
0,210,1,1,2.73,3,313.8,87,93.3,7.39,10.1,64,5971.2
0,88,0,1,3.51,1,288.5,114,102.1,10.17,13,26,2654.6
0,100,1,0,0.33,4,210.9,85,67.3,16.47,9.4,58,3903.3999999999996
0,154,1,1,3.94,1,64.9,76,66.4,9.21,14.6,48,3187.2000000000003
0,32,1,1,2.43,1,243.5,137,86.3,11.84,9,57,4919.0999999999995
0,18,1,0,0.27,3,197,97,53.7,10.19,8.7,9,483.3
0,126,1,1,2.35,0,278,88,92.5,12.66,8.7,20,1850
0,144,1,1,2.7,1,219.9,102,84,11.11,10,8,672
1,29,1,0,0,2,313.2,103,72,10.82,12.8,32,2304
0,86,1,1,3.05,0,145.7,88,72.5,9.55,11.3,12,870
0,138,1,1,2.21,0,75.8,102,50.1,8.68,8.2,10,501
0,146,1,0,0,3,195.9,86,53,11.43,12.2,68,3604
0,175,1,0,0,1,132,95,43,11.56,8.7,72,3096
0,74,1,0,0,2,124,102,44,13.11,11.7,52,2288
0,48,1,0,0,2,171.9,98,43,7.95,7.6,34,1462
0,74,1,1,2.67,4,249.4,70,87.7,10.48,9.9,15,1315.5
0,105,0,0,0,0,228.4,100,52,7.26,7.7,68,3536
0,157,1,0,0.39,3,168.6,71,50.9,10.26,5.9,24,1221.6
0,217,1,0,0.29,0,123.7,138,45.9,12.43,13.3,72,3304.7999999999997
0,68,1,0,0.28,1,178.7,61,54.8,12.62,8.4,49,2685.2
0,80,1,0,0,1,113.2,86,36,9.28,9.5,1,36
0,38,1,1,3.62,2,142.4,106,87.2,15.69,13.4,26,2267.2000000000003
0,107,1,1,2.24,0,204.2,57,75.4,10.3,8.3,39,2940.6000000000004
0,140,1,0,0,3,149.7,71,44,10.63,12.6,60,2640
1,98,1,0,0.38,5,227.1,116,52.8,6.03,4.7,38,2006.3999999999999
0,114,1,0,0,2,155.3,75,41,8.5,12.6,20,820
0,46,1,0,0,1,156.4,105,43,9.28,11.8,59,2537
0,118,1,1,2.81,0,148.7,105,68.1,8.37,10.4,46,3132.6
0,37,1,0,0,3,271.7,112,60,7.76,6.6,28,1680
0,34,1,0,0.31,0,193.7,74,47.1,6.35,8.8,53,2496.3
0,98,0,1,2.92,1,245.5,54,96.2,14.64,10.8,61,5868.2
1,113,1,0,0,3,245.3,108,64,13,10.7,6,384
0,69,1,0,0,0,196.1,87,54,11.84,11.9,33,1782
0,121,1,0,0,2,134.1,112,40,9.76,10.5,46,1840
0,59,0,1,2.46,1,225,78,79.6,9.57,9.1,58,4616.799999999999
0,59,1,0,0,0,189.7,100,43,5.8,7.4,65,2795
0,190,1,0,0.26,0,142.9,96,42.6,8.9,6.6,27,1150.2
0,109,1,0,0,1,175.6,80,51,11.9,10.2,42,2142
0,136,1,0,0,2,92.4,109,35,10.95,12.9,20,700
0,86,1,0,0,1,92.8,92,30,7.98,8.8,4,120
0,100,1,1,2.16,0,221.7,100,79.6,11.81,8,52,4139.2
0,106,1,0,0,0,159.6,94,51,13.84,8.8,10,510
0,104,1,0,0,2,144.5,107,40,9.03,17,40,1600
0,129,1,0,0.41,2,159.1,100,49.1,10.13,11.5,2,98.2
0,205,1,0,0.32,2,49.9,123,25.2,7.54,10.1,70,1764
0,93,1,1,2.97,0,116.9,120,69.7,11.62,11,33,2300.1
0,123,1,0,0,3,150,98,34,4.49,11.1,57,1938
0,99,1,0,0,1,254.4,120,57,7.97,6,67,3819
0,61,1,1,2.94,3,270.7,53,93.4,10.04,10.9,45,4203
0,71,1,0,0,1,207,112,50,8.69,12.1,28,1400
0,4,0,0,0,0,145.3,89,51,15.19,8.9,1,51
0,148,1,1,3.65,3,230.7,102,96.5,11.69,13.5,13,1254.5
0,141,1,0,0,1,151.5,104,47,12.11,10.8,63,2961
0,56,1,0,0.37,0,146.1,57,45.7,9.81,9.2,47,2147.9
0,160,1,0,0,3,256,111,60,9.37,11.5,20,1200
0,43,1,1,3.13,3,200.2,105,86.3,12.22,11.6,34,2934.2
0,42,1,0,0.33,2,150.7,52,50.3,12.34,7,18,905.4
0,135,0,0,0,1,186,107,38,3.3,12.9,46,1748
0,106,1,0,0,3,212.9,110,53,9.35,6.3,48,2544
0,106,1,0,0,0,194.8,133,52,10.67,11.5,53,2756
0,83,1,1,2.35,3,272.5,105,91.5,12.65,8.7,52,4758
0,110,1,0,0,1,135.1,109,41,10.26,11.7,40,1640
0,153,1,0,0.29,1,154.6,56,51.9,13.15,15.5,57,2958.2999999999997
0,109,1,1,2.86,5,230.5,116,90.6,13.29,10.6,36,3261.6
0,31,1,0,0,1,165.4,84,46,10.19,8.2,69,3174
1,124,1,0,0,4,143.3,120,44,11.54,7.8,12,528
1,110,1,0,0,2,271.1,108,67,11.85,9.8,23,1541
0,124,1,0,0,0,253.5,104,54,5.9,14,68,3672
1,82,1,0,0.31,6,167.1,77,43.1,6.59,9.4,16,689.6
0,122,1,0,0,1,168.3,96,37,4.38,8.4,51,1887
0,137,1,0,0.21,1,104.7,115,42.1,12.49,8.9,37,1557.7
0,69,1,0,0,1,135.4,101,44,11.91,10.6,36,1584
0,46,1,1,1.94,1,191.4,102,83.4,18.09,7.2,26,2168.4
0,103,1,0,0,1,158.7,90,44,9.92,10.5,62,2728
0,16,1,0,0.21,2,144.8,84,41.1,8.25,8.2,29,1191.9
0,119,1,0,0,3,98.8,97,30,7.35,10,1,30
1,124,0,0,0,3,157.8,71,45,10.16,10,71,3195
0,122,1,1,3.13,1,163,107,86.3,15.64,11.6,41,3538.2999999999997
0,139,1,0,0,4,181.6,119,60,16.79,8.3,57,3420
0,67,1,0,0.31,2,129,78,41.1,9.4,11.2,24,986.4000000000001
0,84,1,0,0.27,1,86,83,39.7,13.04,8.9,17,674.9000000000001
0,101,1,1,3.4,0,193.9,71,84,9.49,12.6,53,4452
0,40,1,0,0.25,0,109.4,107,42.5,12.24,7.1,65,2762.5
0,61,1,0,0,2,188.9,105,46,7.68,10.2,22,1012
1,120,0,0,0,1,179.9,72,46,8.5,13.8,56,2576
0,95,1,0,0,1,183.4,98,56,14.07,8.2,2,112
0,98,1,0,0,0,288.1,101,61,6.9,0,32,1952
0,114,1,0,0,2,169.2,96,42,7.5,4.6,31,1302
1,68,0,1,3.65,1,195.5,113,84.5,8.58,13.5,69,5830.5
0,149,1,1,3.05,2,264.4,102,94.5,10.98,11.3,61,5764.5
0,22,1,0,0,0,207.7,116,54,10.53,9.6,30,1620
0,176,1,0,0.34,0,169.5,151,42.4,5.65,8.7,36,1526.3999999999999
0,152,1,0,0,2,141.5,102,47,13.15,3.4,40,1880
0,118,1,0,0,0,154.8,71,48,12.2,12.8,4,192
0,101,0,0,0.17,1,133.5,51,43.7,10.98,11.7,41,1791.7
1,102,1,0,0,2,273.2,85,65,10.56,13.1,39,2535
0,118,1,0,0,2,224.6,94,58,11.3,12.5,1,58
1,105,1,0,0,2,273.8,97,72,14.49,5.8,57,4104
1,153,1,0,0,1,159.5,103,51,13.78,10.1,23,1173
0,71,1,0,0,0,104,92,35,9.85,14.6,2,70
0,71,1,1,3.54,1,115.4,90,74.4,10.87,13.1,64,4761.6
0,68,1,0,0,2,222.1,107,55,9.97,9.4,42,2310
0,66,1,0,0.33,3,116.4,98,31.3,4.78,10.5,58,1815.4
0,101,1,0,0.25,3,217.7,118,59.5,11.59,0,10,595
0,116,1,0,0,0,129.4,84,36,7.87,13.3,4,144
0,54,1,1,3.7,0,161.8,73,88,13.65,13.7,23,2024
